id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
15200,228606,22860603,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","WHITE",5.424657,"FEMALE","WHITE","BACHELORS",12,419,459,435,-.5151687,-.513781,.069243,29,30,55,0
15201,221571,22157101,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","BLACK",5.421918,"FEMALE","BLACK","BACHELORS",3,397,439,401,-1.219818,-.9420143,-.8664311,14,6,15,0
15202,221574,22157404,"REGULAR CLASS","REGULAR CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.419178,"FEMALE","WHITE","BACHELORS",2,407,449,401,-.8995227,-.7278976,-.8664311,21,14,15,0
15203,221571,22157104,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.416439,"FEMALE","WHITE","BACHELORS",21,419,484,423,-.5151687,.0215107,-.2609949,50,30,42,0
15204,221574,22157402,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",5.391781,"FEMALE","WHITE","MASTERS",8,442,459,423,.2215097,-.513781,-.2609949,29,63,42,0
15205,221571,22157105,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","NO","MALE","WHITE",5.383562,"FEMALE","WHITE","BACHELORS",7,384,375,410,-1.636201,-2.312361,-.6187527,1,1,26,0
15206,221574,22157403,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","NO","MALE","WHITE",5.380822,"FEMALE","WHITE","MASTERS",8,440,520,453,.1574507,.7923307,.5645999,77,61,71,0
15207,221571,22157102,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","WHITE",5.378082,"FEMALE","WHITE","BACHELORS",3,408,429,410,-.8674932,-1.156131,-.6187527,9,16,26,0
15208,166203,16620302,"REGULAR CLASS",,25,"YES","NO","NO","NO","FEMALE","BLACK",5.441096,"FEMALE","WHITE","MASTERS +",13,433,439,444,-.0667558,-.9420143,.3169214,14,49,63,0
15209,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.367123,,,,,,,,,,,,,,
15210,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.358904,,,,,,,,,,,,,,
15211,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","WHITE",5.356164,,,,,,,,,,,,,,
15212,221571,22157102,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","MALE","WHITE",5.356164,"FEMALE","WHITE","BACHELORS",3,410,412,427,-.8034342,-1.520129,-.1509156,4,18,46,0
15213,221571,22157101,"REGULAR CLASS","REGULAR + AIDE CLASS",21,"YES","YES","NO","NO","MALE","WHITE",5.347945,"FEMALE","BLACK","BACHELORS",3,391,399,396,-1.411995,-1.798481,-1.00403,2,3,10,1
15214,221574,22157401,"SMALL CLASS",,13,"YES","NO","NO","NO","MALE","WHITE",5.345205,"FEMALE","WHITE","BACHELORS",1,414,434,380,-.6753162,-1.049073,-1.444347,12,24,2,0
15215,212522,21252203,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","NO","MALE","WHITE",5.39726,"FEMALE","WHITE","BACHELORS",21,450,494,444,.4777456,.2356273,.3169214,60,72,63,1
15216,225585,22558503,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.421918,"FEMALE",,"BACHELORS",13,442,547,427,.2215097,1.370446,-.1509156,88,63,46,0
15217,164198,16419801,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.408219,"FEMALE","WHITE","MASTERS",13,436,484,435,.0293327,.0215107,.069243,50,54,55,1
15218,225585,22558504,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.408219,"FEMALE","WHITE","MASTERS",13,418,489,418,-.5471982,.128569,-.3985941,55,28,37,1
15219,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.378082,,,,,,,,,,,,,,
15220,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.490411,,,,,,,,,,,,,,
15221,225585,22558501,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.476712,"FEMALE","WHITE","MASTERS",13,405,459,405,-.9635817,-.513781,-.7563518,29,12,20,0
15222,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.457534,,,,,,,,,,,,,,
15223,228606,22860602,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.367123,"FEMALE","WHITE","BACHELORS",13,450,468,444,.4777456,-.321076,.3169214,37,72,63,0
15224,228606,22860601,"REGULAR + AIDE CLASS",,25,"YES","NO","NO","NO","MALE","WHITE",5.356164,"FEMALE","WHITE","MASTERS",8,421,434,414,-.4511097,-1.049073,-.5086734,12,32,32,0
15225,228606,22860604,"SMALL CLASS","REGULAR + AIDE CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.353425,"FEMALE","WHITE","BACHELORS",14,456,547,449,.6699226,1.370446,.4545206,88,78,67,0
15226,231616,23161601,"REGULAR + AIDE CLASS","SMALL CLASS",23,"YES","YES","NO","NO","MALE","WHITE",5.39726,"FEMALE","WHITE","BACHELORS",12,408,423,418,-.8674932,-1.284601,-.3985941,7,16,37,1
15227,231616,23161601,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.389041,"FEMALE","WHITE","BACHELORS",12,443,494,435,.2535392,.2356273,.069243,60,64,55,1
15228,231616,23161603,"REGULAR CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.389041,"FEMALE","WHITE","BACHELORS",20,419,439,418,-.5151687,-.9420143,-.3985941,14,30,37,1
15229,231616,23161602,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","WHITE",5.386302,"FEMALE","WHITE","MASTERS",9,447,559,463,.3816572,1.627386,.8397981,91,68,79,1
15230,162184,16218401,"REGULAR CLASS","REGULAR + AIDE CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",5.372603,"FEMALE","WHITE","BACHELORS",4,416,459,405,-.6112572,-.513781,-.7563518,29,26,20,0
15231,231616,23161602,"SMALL CLASS","SMALL CLASS",14,"YES","YES","NO","NO","MALE","WHITE",5.369863,"FEMALE","WHITE","MASTERS",9,431,478,418,-.1308148,-.1069593,-.3985941,46,48,37,1
15232,231616,23161603,"REGULAR CLASS",,21,"YES","NO","NO","NO","FEMALE","WHITE",5.367123,"FEMALE","WHITE","BACHELORS",20,436,473,423,.0293327,-.2140177,-.2609949,41,54,42,1
15233,231616,23161601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.347945,"FEMALE","WHITE","BACHELORS",12,443,506,440,.2535392,.4925674,.2068421,68,64,60,0
15234,230612,23061201,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","NO","NO","MALE","WHITE",5.416439,"FEMALE","WHITE","BACHELORS",6,425,500,440,-.3229918,.3640974,.2068421,64,39,60,1
15235,162184,16218404,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","NO","MALE","WHITE",5.416439,"FEMALE","WHITE","BACHELORS",2,403,429,414,-1.027641,-1.156131,-.5086734,9,11,32,1
15236,261927,26192701,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.413699,"FEMALE","WHITE","MASTERS",11,510,626,541,2.399515,3.061967,2.986345,99,98,99,0
15237,162184,16218401,"REGULAR CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",5.408219,"FEMALE","WHITE","BACHELORS",4,433,528,440,-.0667558,.963624,.2068421,81,49,60,1
15238,261927,26192703,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.394521,"FEMALE","WHITE","BACHELORS",3,431,506,418,-.1308148,.4925674,-.3985941,68,48,37,0
15239,261927,26192704,"REGULAR CLASS","SMALL CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.386302,"FEMALE","WHITE","MASTERS",11,532,559,541,3.104164,1.627386,2.986345,91,99,99,0
15240,162184,16218401,"REGULAR CLASS","REGULAR + AIDE CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",5.383562,"FEMALE","WHITE","BACHELORS",4,,,,,,,,,,1
15241,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.49863,,,,,,,,,,,,,,
15242,162184,16218404,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","YES","MALE","WHITE",5.495891,"FEMALE","WHITE","BACHELORS",2,443,484,463,.2535392,.0215107,.8397981,50,64,79,1
15243,261927,26192703,"SMALL CLASS",,16,"YES","NO","NO","NO","FEMALE","WHITE",5.476712,"FEMALE","WHITE","BACHELORS",3,427,520,386,-.2589328,.7923307,-1.279228,77,41,4,0
15244,261927,26192704,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.471233,"FEMALE","WHITE","MASTERS",11,413,489,418,-.7073457,.128569,-.3985941,55,22,37,0
15245,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.432877,,,,,,,,,,,,,,
15246,234628,23462803,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","NO","YES","FEMALE","WHITE",5.413699,"FEMALE","WHITE","MASTERS",9,445,500,449,.3175982,.3640974,.4545206,64,67,67,1
15247,234628,23462802,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.432877,"FEMALE","WHITE","MASTERS",20,428,528,401,-.2269033,.963624,-.8664311,81,43,15,1
15248,234628,23462803,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.504109,"FEMALE","WHITE","MASTERS",9,413,454,418,-.7073457,-.6208394,-.3985941,25,22,37,1
15249,234628,23462805,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.460274,"FEMALE","WHITE","BACHELORS",8,416,500,405,-.6112572,.3640974,-.7563518,64,26,20,1
15250,234628,23462804,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","MALE","WHITE",5.449315,"FEMALE","WHITE","SPECIALIST",10,470,602,486,1.118336,2.548087,1.472754,97,88,92,0
15251,234628,23462803,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.520548,"FEMALE","WHITE","MASTERS",9,413,459,414,-.7073457,-.513781,-.5086734,29,22,32,1
15252,165199,16519902,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.408219,"FEMALE","WHITE","BACHELORS",3,448,513,449,.4136866,.642449,.4545206,73,70,67,0
15253,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.235616,,,,,,,,,,,,,,
15254,218562,21856204,"REGULAR CLASS",,17,"YES","NO","NO","NO","FEMALE","BLACK",5.40274,"FEMALE","WHITE","BACHELORS",0,407,459,380,-.8995227,-.513781,-1.444347,29,14,2,0
15255,216536,21653605,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.29863,"FEMALE","WHITE","BACHELORS",1,433,484,435,-.0667558,.0215107,.069243,50,49,55,0
15256,205488,20548802,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.364384,"FEMALE","WHITE","BACHELORS",12,439,536,449,.1254212,1.134917,.4545206,85,59,67,0
15257,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.421918,,,,,,,,,,,,,,
15258,244839,24483902,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","BLACK",5.421918,"FEMALE","BLACK","BACHELORS",21,439,576,453,.1254212,1.991384,.5645999,95,59,71,0
15259,244727,24472704,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","BLACK",5.419178,"FEMALE","BLACK","BACHELORS",1,463,528,468,.8941291,.963624,.9773973,81,84,83,0
15260,244776,24477604,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","NO","NO","MALE","BLACK",5.419178,"FEMALE","BLACK","BACHELORS",9,,,,,,,,,,1
15261,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.419178,,,,,,,,,,,,,,
15262,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.410959,,,,,,,,,,,,,,
15263,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.410959,,,,,,,,,,,,,,
15264,244745,24474503,"REGULAR CLASS",,23,"YES","NO","NO","YES","MALE","WHITE",5.410959,"FEMALE","BLACK","BACHELORS",1,427,513,410,-.2589328,.642449,-.6187527,73,41,26,0
15265,244764,24476402,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","NO","FEMALE","BLACK",5.408219,"FEMALE","BLACK","MASTERS",13,413,506,423,-.7073457,.4925674,-.2609949,68,22,42,1
15266,244818,24481803,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.405479,"FEMALE","WHITE","MASTERS",11,448,528,440,.4136866,.963624,.2068421,81,70,60,0
15267,244776,24477607,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","NO","FEMALE","BLACK",5.40274,"FEMALE","WHITE","MASTERS",7,421,468,423,-.4511097,-.321076,-.2609949,37,32,42,1
15268,244831,24483103,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","YES","YES","MALE","WHITE",5.39726,"FEMALE","WHITE","BACHELORS",2,453,506,444,.5738341,.4925674,.3169214,68,75,63,0
15269,244746,24474601,"REGULAR + AIDE CLASS",,19,"YES","NO","NO","NO","MALE","BLACK",5.394521,"FEMALE","WHITE","MASTERS",17,,,,,,,,,,1
15270,244801,24480101,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","WHITE",5.394521,"FEMALE","WHITE","BACHELORS",0,,459,427,-.513781,-.513781,-.1509156,29,,46,0
15271,244697,24469703,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","YES","YES","FEMALE","BLACK",5.391781,"FEMALE","WHITE","MASTERS",5,439,484,427,.1254212,.0215107,-.1509156,50,59,46,1
15272,244697,24469705,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","BLACK",5.391781,"FEMALE","BLACK","BACHELORS",14,,,,,,,,,,1
15273,180344,18034404,"SMALL CLASS",,16,"YES","NO","NO","NO","FEMALE","WHITE",5.389041,"FEMALE","WHITE","MASTERS",13,,,,,,,,,,0
15274,244728,24472803,"REGULAR CLASS","REGULAR CLASS",17,"YES","YES","YES","NO","FEMALE","BLACK",5.386302,"FEMALE","BLACK","MASTERS",15,436,478,431,.0293327,-.1069593,-.0408363,46,54,51,1
15275,244774,24477403,"REGULAR + AIDE CLASS","REGULAR CLASS",26,"YES","YES","NO","NO","FEMALE","BLACK",5.386302,"FEMALE","WHITE","BACHELORS",1,425,528,391,-.3229918,.963624,-1.141629,81,39,6,1
15276,244697,24469704,"REGULAR + AIDE CLASS",,27,"YES","NO","YES","NO","MALE","BLACK",5.386302,"FEMALE","WHITE","MASTERS",22,418,449,423,-.5471982,-.7278976,-.2609949,21,28,42,1
15277,244818,24481801,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","BLACK",5.383562,"FEMALE","BLACK","BACHELORS",10,402,423,410,-1.05967,-1.284601,-.6187527,7,9,26,1
15278,244776,24477602,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","NO","MALE","BLACK",5.383562,"FEMALE","WHITE","MASTERS",8,421,489,427,-.4511097,.128569,-.1509156,55,32,46,0
15279,244839,24483905,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","BLACK",5.383562,"FEMALE","BLACK","BACHELORS",11,411,454,386,-.7714047,-.6208394,-1.279228,25,20,4,1
15280,244776,24477607,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","BLACK",5.383562,"FEMALE","WHITE","MASTERS",7,448,439,468,.4136866,-.9420143,.9773973,14,70,83,1
15281,244818,24481801,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","BLACK",5.380822,"FEMALE","BLACK","BACHELORS",10,416,444,418,-.6112572,-.834956,-.3985941,17,26,37,1
15282,244831,24483103,"REGULAR + AIDE CLASS",,27,"YES","NO","NO","NO","FEMALE","WHITE",5.380822,"FEMALE","WHITE","BACHELORS",2,447,559,453,.3816572,1.627386,.5645999,91,68,71,0
15283,244806,24480603,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","FEMALE","BLACK",5.378082,"FEMALE","BLACK","BACHELORS",0,470,463,480,1.118336,-.4281343,1.307635,33,88,89,1
15284,244755,24475506,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","FEMALE","BLACK",5.369863,"FEMALE","BLACK","BACHELORS",16,445,478,431,.3175982,-.1069593,-.0408363,46,67,51,0
15285,244839,24483901,"REGULAR CLASS",,21,"YES","NO","NO","NO","MALE","WHITE",5.273973,"FEMALE","WHITE","BACHELORS",1,,,,,,,,,,0
15286,244799,24479903,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","BLACK",5.350685,"FEMALE","BLACK","BACHELORS",5,421,444,401,-.4511097,-.834956,-.8664311,17,32,15,0
15287,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.342466,,,,,,,,,,,,,,
15288,244745,24474504,"REGULAR + AIDE CLASS",,28,"YES","NO","NO","NO","MALE","BLACK",5.449315,"FEMALE","BLACK","MASTERS",15,443,484,444,.2535392,.0215107,.3169214,50,64,63,1
15289,244818,24481803,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","FEMALE","BLACK",5.441096,"FEMALE","WHITE","MASTERS",11,424,468,418,-.3550213,-.321076,-.3985941,37,37,37,0
15290,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.435616,,,,,,,,,,,,,,
15291,244728,24472802,"REGULAR + AIDE CLASS","SMALL CLASS",20,"YES","YES","YES","YES","FEMALE","BLACK",5.430137,"FEMALE","BLACK","BACHELORS",6,430,489,440,-.1628443,.128569,.2068421,55,46,60,1
15292,203452,20345204,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","MALE","WHITE",5.430137,"FEMALE","WHITE","BACHELORS",5,522,459,524,2.783869,-.513781,2.518507,29,99,98,0
15293,244755,24475501,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","BLACK",5.430137,"FEMALE","WHITE","BACHELORS",11,456,576,463,.6699226,1.991384,.8397981,95,78,79,1
15294,244806,24480602,"REGULAR + AIDE CLASS","REGULAR CLASS",25,"YES","YES","NO","NO","MALE","BLACK",5.430137,"FEMALE","BLACK","BACHELORS",20,461,536,468,.8300701,1.134917,.9773973,85,82,83,0
15295,244774,24477403,"REGULAR + AIDE CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","MALE","BLACK",5.427397,"FEMALE","WHITE","BACHELORS",1,436,489,405,.0293327,.128569,-.7563518,55,54,20,1
15296,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",5.578082,,,,,,,,,,,,,,
15297,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","NATIVE AMERICAN",5.558904,,,,,,,,,,,,,,
15298,244796,24479603,"SMALL CLASS","SMALL CLASS",12,"YES","YES","YES","YES","FEMALE","BLACK",5.668493,"FEMALE","BLACK","BACHELORS",21,408,449,401,-.8674932,-.7278976,-.8664311,21,16,15,1
15299,244776,24477606,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","MALE","BLACK",5.627397,"FEMALE","BLACK","MASTERS",10,428,444,431,-.2269033,-.834956,-.0408363,17,43,51,1
15300,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.621918,,,,,,,,,,,,,,
15301,180344,18034404,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","MALE","WHITE",5.427397,"FEMALE","WHITE","MASTERS",13,451,489,449,.5097751,.128569,.4545206,55,73,67,0
15302,252885,25288503,"REGULAR CLASS","REGULAR CLASS",20,"YES","YES","NO","NO","FEMALE","BLACK",5.386302,"FEMALE","WHITE","BACHELORS",5,400,418,414,-1.123729,-1.391659,-.5086734,5,8,32,1
15303,216536,21653603,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",5.383562,"FEMALE","WHITE","MASTERS",8,434,520,423,-.0347263,.7923307,-.2609949,77,52,42,1
15304,252885,25288503,"REGULAR CLASS","REGULAR + AIDE CLASS",20,"YES","YES","NO","NO","FEMALE","BLACK",5.367123,"FEMALE","WHITE","BACHELORS",5,414,454,396,-.6753162,-.6208394,-1.00403,25,24,10,1
15305,257899,25789904,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.419178,"FEMALE","WHITE","MASTERS",12,436,494,431,.0293327,.2356273,-.0408363,60,54,51,1
15306,257905,25790507,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","NO","MALE","WHITE",5.4,"FEMALE","WHITE","BACHELORS",11,456,468,453,.6699226,-.321076,.5645999,37,78,71,1
15307,259915,25991501,"SMALL CLASS","SMALL CLASS",14,"YES","YES","NO","NO","MALE","WHITE",5.438356,"FEMALE","WHITE","MASTERS",11,424,463,410,-.3550213,-.4281343,-.6187527,33,37,26,0
15308,257899,25789904,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","NO","NO","MALE","WHITE",5.419178,"FEMALE","WHITE","MASTERS",12,428,468,418,-.2269033,-.321076,-.3985941,37,43,37,0
15309,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.416439,,,,,,,,,,,,,,
15310,228606,22860601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",25,"YES","YES","YES","YES","FEMALE","WHITE",5.2,"FEMALE","WHITE","MASTERS",8,431,478,405,-.1308148,-.1069593,-.7563518,46,48,20,0
15311,123056,12305601,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","NO","FEMALE","WHITE",5.517808,"FEMALE","WHITE","BACHELORS",4,436,449,444,.0293327,-.7278976,.3169214,21,54,63,0
15312,257905,25790507,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.421918,"FEMALE","WHITE","BACHELORS",11,456,449,463,.6699226,-.7278976,.8397981,21,78,79,0
15313,257899,25789905,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.416439,"FEMALE","WHITE","MASTERS",12,436,520,449,.0293327,.7923307,.4545206,77,54,67,0
15314,257899,25789902,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","WHITE",5.413699,"FEMALE","WHITE","MASTERS",13,430,500,431,-.1628443,.3640974,-.0408363,64,46,51,0
15315,253888,25388801,"REGULAR + AIDE CLASS","REGULAR CLASS",18,"YES","YES","YES","YES","MALE","WHITE",5.40274,"FEMALE","WHITE","BACHELORS",13,425,506,423,-.3229918,.4925674,-.2609949,68,39,42,0
15316,257899,25789904,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.391781,"FEMALE","WHITE","MASTERS",12,439,536,449,.1254212,1.134917,.4545206,85,59,67,0
15317,203452,20345201,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","WHITE",5.386302,"FEMALE","WHITE","BACHELORS",19,439,459,440,.1254212,-.513781,.2068421,29,59,60,1
15318,257899,25789904,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.372603,"FEMALE","WHITE","MASTERS",12,418,439,396,-.5471982,-.9420143,-1.00403,14,28,10,1
15319,257905,25790501,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","FEMALE","WHITE",5.364384,"FEMALE","WHITE","MASTERS",7,445,459,444,.3175982,-.513781,.3169214,29,67,63,0
15320,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.39726,,,,,,,,,,,,,,
15321,228606,22860601,"REGULAR + AIDE CLASS","REGULAR CLASS",25,"YES","YES","NO","NO","FEMALE","WHITE",5.424657,"FEMALE","WHITE","MASTERS",8,418,494,405,-.5471982,.2356273,-.7563518,60,28,20,1
15322,221574,22157404,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","MALE","WHITE",5.394521,"FEMALE","WHITE","BACHELORS",2,445,484,453,.3175982,.0215107,.5645999,50,67,71,0
15323,252885,25288501,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","WHITE",5.421918,"FEMALE","WHITE","SPECIALIST",14,439,547,440,.1254212,1.370446,.2068421,88,59,60,1
15324,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.367123,,,,,,,,,,,,,,
15325,252885,25288503,"REGULAR CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","MALE","WHITE",5.345205,"FEMALE","WHITE","BACHELORS",5,458,484,463,.7339816,.0215107,.8397981,50,80,79,1
15326,212522,21252202,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","WHITE","BACHELORS",13,425,547,418,-.3229918,1.370446,-.3985941,88,39,37,1
15327,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.219178,,,,,,,,,,,,,,
15328,112038,11203803,"REGULAR + AIDE CLASS","REGULAR CLASS",19,"YES","YES","NO","NO","FEMALE","WHITE",5.323287,"FEMALE","WHITE","BACHELORS",17,419,444,410,-.5151687,-.834956,-.6187527,17,30,26,1
15329,112038,11203803,"REGULAR + AIDE CLASS",,19,"YES","NO","NO","NO","FEMALE","BLACK",5.29589,"FEMALE","WHITE","BACHELORS",17,398,429,410,-1.187788,-1.156131,-.6187527,9,7,26,1
15330,112038,11203803,"REGULAR + AIDE CLASS",,19,"YES","NO","NO","NO","MALE","WHITE",5.279452,"FEMALE","WHITE","BACHELORS",17,405,468,418,-.9635817,-.321076,-.3985941,37,12,37,1
15331,112038,11203801,"SMALL CLASS","REGULAR + AIDE CLASS",16,"YES","YES","NO","YES","FEMALE","WHITE",5.268493,"FEMALE","WHITE","MASTERS",12,402,463,405,-1.05967,-.4281343,-.7563518,33,9,20,1
15332,128076,12807603,"REGULAR + AIDE CLASS","SMALL CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.339726,"FEMALE","WHITE","BACHELORS",7,436,513,418,.0293327,.642449,-.3985941,73,54,37,0
15333,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.323287,,,,,,,,,,,,,,
15334,128076,12807602,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","NO","MALE","WHITE",5.315069,"FEMALE","WHITE","BACHELORS",8,424,468,405,-.3550213,-.321076,-.7563518,37,37,20,0
